model,layer,hidden_dim,gamma,gamma_raw,effective_rank,dead_pct_init_topk,dead_pct_init_relu,dead_pct_init_centered,dead_pct_init_ln_centered,dead_pct_init_pca,domain
evo,22,4096,4.793156,4.061502,2.7994640132897315,95.7763671875,18.310546875,60.68115234375,60.9375,0.0,biology
evo,23,4096,5.2873673,4.452577,2.834659423080063,95.95947265625,19.2626953125,66.4306640625,59.27734375,0.0,biology
evo,24,4096,4.837786,4.17812,2.960398720265148,95.0439453125,12.02392578125,59.70458984375,58.31298828125,0.0,biology
evo,25,4096,4.669952,3.68882,2.812246379251599,95.93505859375,18.7255859375,69.091796875,61.97509765625,0.0,biology
evo,26,4096,4.720518,4.0137744,2.813200345702972,95.8740234375,18.5546875,60.92529296875,60.72998046875,0.0,biology
evo,27,4096,5.430176,4.507535,2.807601587106112,95.95947265625,19.482421875,58.72802734375,58.10546875,0.0,biology
evo,28,4096,4.554614,3.998677,3.6078828602761774,94.775390625,10.44921875,61.0107421875,59.80224609375,0.0,biology
evo,29,4096,5.211574,4.395908,2.8086958748478934,95.88623046875,18.408203125,61.572265625,60.9130859375,0.0,biology
evo,30,4096,5.4703507,4.628236,2.824184978554474,96.0205078125,18.98193359375,59.814453125,58.984375,0.0,biology
evo,31,4096,5.3295217,4.5151725,2.796938883191961,95.99609375,19.39697265625,61.4501953125,60.80322265625,0.0,biology
glm2,1,1280,0.81207216,0.70337194,79.94646617995082,13.2080078125,0.0,0.0,0.0,0.0,language
glm2,2,1280,0.7980444,0.7425717,131.30035698079732,8.36181640625,0.0,0.0,0.0,0.0,language
glm2,3,1280,0.7973134,0.7511518,177.52015629831493,6.60400390625,0.0,0.0,0.0,0.0,language
glm2,4,1280,0.8248033,0.78110474,172.90664734600423,8.26416015625,0.0,0.0,0.0,0.0,language
glm2,5,1280,0.77402157,0.7462901,205.2492338234452,4.638671875,0.0,0.0,0.0,0.0,language
glm2,6,1280,0.82457423,0.7780868,215.59246719430425,5.7373046875,0.0,0.0,0.0,0.0,language
glm2,7,1280,0.8267982,0.77723706,217.5940728348559,4.67529296875,0.0,0.0,0.0,0.0,language
glm2,8,1280,0.8744402,0.8100052,195.9558580349068,5.8349609375,0.0,0.0,0.0,0.0,language
glm2,9,1280,0.9017147,0.82567775,191.5080727488994,6.3232421875,0.0,0.0,0.0,0.0,language
glm2,10,1280,0.8961555,0.8118352,192.8240738846193,4.72412109375,0.0,0.0,0.0,0.0,language
glm2,11,1280,1.2707914,1.1431898,174.13745885611328,21.728515625,0.0,0.0,0.0,0.0,language
glm2,12,1280,1.4109914,1.2640084,181.08260515024983,26.953125,0.0,0.0,0.0,0.0,language
glm2,13,1280,1.4812572,1.2900702,194.76751493098843,28.6865234375,0.0,0.0,0.0,0.0,language
glm2,14,1280,1.5886668,1.3773433,191.0278427493682,32.14111328125,0.0,0.0,0.0,0.0,language
glm2,15,1280,1.500373,1.2820109,196.79526885615624,30.35888671875,0.0,0.0,0.0,0.0,language
glm2,16,1280,1.4904804,1.2559888,205.2983423928189,31.494140625,0.0,0.0,0.0,0.0,language
glm2,17,1280,1.7087581,1.3866575,199.86907124210188,40.51513671875,0.0,0.0,0.0,0.0,language
glm2,18,1280,1.8828104,1.5114222,223.234581917308,44.482421875,0.0,0.0,0.0,0.0,language
glm2,19,1280,1.9726064,1.5464901,227.9358932968425,46.54541015625,0.0,0.0,0.0,0.0,language
glm2,20,1280,2.021624,1.5751947,224.42057824395428,46.59423828125,0.0,0.0,0.0,0.0,language
glm2,21,1280,2.0127132,1.5813383,248.4680446350932,46.66748046875,0.0,0.0,0.0,0.0,language
glm2,22,1280,2.0223894,1.550841,249.53869847193016,46.7529296875,0.0,0.0,0.0,0.0,language
glm2,23,1280,2.057582,1.6431458,255.36658462809007,47.65625,0.0,0.0,0.0,0.0,language
glm2,24,1280,2.07172,1.6223093,251.94792170848405,48.3154296875,0.01220703125,0.0,0.0,0.0,language
glm2,25,1280,2.0783417,1.6454906,255.7743278076437,48.86474609375,0.01220703125,0.0,0.0,0.0,language
glm2,26,1280,2.0651402,1.6957626,254.59940770976547,48.779296875,0.01220703125,0.0,0.0,0.0,language
glm2,27,1280,1.972872,1.6665368,252.21187537683,49.01123046875,0.01220703125,0.0,0.0,0.0,language
glm2,28,1280,1.73624,1.5229734,229.41364120449745,46.58203125,0.0,0.0,0.0,0.0,language
glm2,29,1280,1.6560621,1.4590538,215.8910046805608,47.5830078125,0.0732421875,0.0,0.0,0.0,language
glm2,30,1280,1.5044873,1.351738,215.91967212865552,41.97998046875,0.01220703125,0.0,0.0,0.0,language
glm2,31,1280,1.1081465,1.049954,226.0803325106517,22.49755859375,0.0,0.0,0.0,0.0,language
glm2,32,1280,1.022909,0.99591964,86.53846194428735,1.6357421875,0.0,0.0,0.0,0.0,language
gpt2,1,768,1.187665,1.1072316,111.9654845501364,26.66015625,0.0,0.0,0.0,0.0,language
gpt2,2,768,1.1794807,0.6704002,134.676847347625,26.2939453125,0.01220703125,0.0,0.0,0.0,language
gpt2,3,768,1.1219741,0.2048268,185.7888685820957,22.32666015625,0.0,0.0,0.0,0.0,language
gpt2,4,768,1.0392368,0.22180568,233.57974232001968,16.22314453125,0.0,0.0,0.0,0.0,language
gpt2,5,768,0.9920892,0.21335404,269.66008350074094,13.22021484375,0.0,0.0,0.0,0.0,language
gpt2,6,768,0.8012152,0.36133814,263.92831195493824,3.8330078125,0.0,0.0,0.0,0.0,language
gpt2,7,768,0.92015016,0.2431491,329.21848204455443,7.50732421875,0.0,0.0,0.0,0.0,language
gpt2,8,768,0.93117934,0.2456191,350.35073724555446,6.23779296875,0.0,0.0,0.0,0.0,language
gpt2,9,768,0.9287533,0.2946408,365.29595809124186,6.01806640625,0.0,0.0,0.0,0.0,language
gpt2,10,768,1.013085,0.4027703,370.9681826840603,8.935546875,0.0,0.0,0.0,0.0,language
gpt2,11,768,1.329837,0.6374271,349.67750983185545,32.65380859375,0.0,0.0,0.0,0.0,language
modernbert,1,768,0.91954076,0.91281414,295.4681562372716,8.19091796875,0.0,0.0,0.0,0.0,language
modernbert,2,768,1.3631095,1.3254004,325.2219101234573,36.41357421875,0.01220703125,0.0,0.0,0.0,language
modernbert,3,768,1.7699211,1.7262993,307.1422845131226,60.77880859375,0.68359375,0.0,0.0,0.0,language
modernbert,4,768,1.8148243,1.7522017,296.1729294831896,62.07275390625,0.69580078125,0.0,0.0,0.0,language
modernbert,5,768,1.9708443,0.8400721,289.0196727531271,67.4560546875,1.03759765625,0.0,0.0,0.0,language
modernbert,6,768,1.7425084,0.7096633,267.0343195317118,61.38916015625,0.64697265625,0.0,0.0,0.0,language
modernbert,7,768,1.8040621,0.69217056,257.78233883142906,61.865234375,0.67138671875,0.0,0.0,0.0,language
modernbert,8,768,1.7328402,0.76663965,222.01224381733067,59.89990234375,0.52490234375,0.0,0.0,0.0,language
modernbert,9,768,1.6384948,0.78061384,214.34175197072096,57.2509765625,0.3173828125,0.0,0.0,0.0,language
modernbert,10,768,1.6191072,1.3273433,207.4007787796135,54.9560546875,0.048828125,0.0,0.0,0.0,language
modernbert,11,768,1.6726766,1.5417432,231.87437676067896,56.31103515625,0.01220703125,0.0,0.0,0.0,language
modernbert,12,768,1.605893,0.07116654,203.5574241267861,58.349609375,0.40283203125,0.0,0.0,0.0,language
modernbert,13,768,1.8154104,0.09401813,190.12089161749563,64.0869140625,0.634765625,0.0,0.0,0.0,language
modernbert,14,768,1.6934198,0.114877485,192.05237918299275,59.521484375,0.37841796875,0.0,0.0,0.0,language
modernbert,15,768,1.494497,0.0938813,175.4625453798234,53.99169921875,0.13427734375,0.0,0.0,0.0,language
modernbert,16,768,1.5151596,0.031901043,166.34845311645532,55.11474609375,0.13427734375,0.0,0.0,0.0,language
modernbert,17,768,1.5349115,0.037281457,168.3304141798445,53.9306640625,0.08544921875,0.0,0.0,0.0,language
modernbert,18,768,1.6071157,0.04786096,169.90478019745203,57.94677734375,0.1953125,0.0,0.0,0.0,language
modernbert,19,768,1.7430308,0.058999393,171.93175299099786,61.29150390625,0.2685546875,0.0,0.0,0.0,language
modernbert,20,768,1.8736585,0.07116615,185.44324032044656,64.78271484375,0.54931640625,0.0,0.0,0.0,language
modernbert,21,768,1.7489854,0.0693493,207.7137929629372,59.5947265625,0.28076171875,0.0,0.0,0.0,language
modernbert_large,1,1024,0.8739326,0.8941549,357.5807127972774,4.16259765625,0.0,0.0,0.0,0.0,language
modernbert_large,2,1024,1.3153783,1.3025682,368.8037536500215,32.33642578125,0.0,0.0,0.0,0.0,language
modernbert_large,3,1024,1.3399438,1.3211049,377.26194732606416,38.70849609375,0.01220703125,0.0,0.0,0.0,language
modernbert_large,4,1024,1.3987576,1.366322,382.77185960745953,41.50390625,0.01220703125,0.0,0.0,0.0,language
modernbert_large,5,1024,1.570736,1.5147353,374.0994261149187,49.67041015625,0.1708984375,0.0,0.0,0.0,language
modernbert_large,6,1024,1.5669283,0.37783104,351.273659809587,50.42724609375,0.1953125,0.0,0.0,0.0,language
modernbert_large,7,1024,1.2232454,0.22485076,302.50663280986834,33.11767578125,0.0,0.0,0.0,0.0,language
modernbert_large,8,1024,1.1661817,0.16894214,284.12920390765044,30.5908203125,0.0,0.0,0.0,0.0,language
modernbert_large,9,1024,1.3307129,0.19594653,273.64557706048635,42.88330078125,0.0244140625,0.0,0.0,0.0,language
modernbert_large,10,1024,1.2282329,0.20868821,240.75658653619269,34.68017578125,0.0,0.0,0.0,0.0,language
modernbert_large,11,1024,1.1277604,0.2271967,249.39581633418047,27.94189453125,0.0,0.0,0.0,0.0,language
modernbert_large,12,1024,1.2745892,0.24979477,253.8357213682048,37.92724609375,0.01220703125,0.0,0.0,0.0,language
modernbert_large,13,1024,1.1426681,0.2852021,275.52460586902987,26.85546875,0.0,0.0,0.0,0.0,language
modernbert_large,14,1024,1.2368089,0.4084627,331.80057590064945,30.3955078125,0.0,0.0,0.0,0.0,language
modernbert_large,15,1024,1.3119043,0.062174033,306.5483127237055,39.4775390625,0.0,0.0,0.0,0.0,language
modernbert_large,16,1024,1.3275824,0.073576406,299.2086162989473,39.599609375,0.0,0.0,0.0,0.0,language
modernbert_large,17,1024,1.3605826,0.07336802,295.15185575110127,43.2373046875,0.0244140625,0.0,0.0,0.0,language
modernbert_large,18,1024,1.3334502,0.07442148,279.74555669649567,43.34716796875,0.0244140625,0.0,0.0,0.0,language
modernbert_large,19,1024,1.2231666,0.06714135,273.44242351812846,35.24169921875,0.0,0.0,0.0,0.0,language
modernbert_large,20,1024,1.2211062,0.034330934,281.8550228921884,34.5458984375,0.0,0.0,0.0,0.0,language
modernbert_large,21,1024,1.3185894,0.040172607,279.2973283642172,41.10107421875,0.0,0.0,0.0,0.0,language
modernbert_large,22,1024,1.2629564,0.047366295,252.85345631673155,35.90087890625,0.0,0.0,0.0,0.0,language
modernbert_large,23,1024,1.3173938,0.06545009,230.75971599600948,38.51318359375,0.0,0.0,0.0,0.0,language
modernbert_large,24,1024,1.5159951,0.082796544,235.40081068531725,50.08544921875,0.0,0.0,0.0,0.0,language
modernbert_large,25,1024,1.5809345,0.10096826,202.24013779581,51.30615234375,0.0,0.0,0.0,0.0,language
modernbert_large,26,1024,1.5699879,0.09883301,208.31578757390565,50.3173828125,0.0,0.0,0.0,0.0,language
modernbert_large,27,1024,1.5103891,0.09857217,287.2212158558552,45.7763671875,0.0,0.0,0.0,0.0,language
progen_base,1,1536,0.8214263,0.8191103,22.12519691852627,59.46044921875,0.048828125,22.59521484375,22.74169921875,0.0,biology
progen_base,2,1536,0.6310145,0.6112899,84.96055607518018,4.87060546875,0.0,0.0,0.0,0.0,biology
progen_base,3,1536,0.50898796,0.23414068,310.37000264000136,0.2685546875,0.0,0.0,0.0,0.0,biology
progen_base,4,1536,0.43481517,0.31955025,577.0635026970469,0.32958984375,0.0,0.0,0.0,0.0,biology
progen_base,5,1536,0.40227452,0.3706205,698.7304027138669,2.2216796875,0.0,0.0,0.0,0.0,biology
progen_base,6,1536,0.43879515,0.4738093,757.9988886019073,8.8623046875,0.0,0.0,0.0,0.0,biology
progen_base,7,1536,0.43566224,0.5488808,720.3552206596371,16.68701171875,0.0,0.0,0.0,0.0,biology
progen_base,8,1536,0.4519232,0.6859909,741.0200839358489,25.62255859375,0.0,0.0,0.0,0.0,biology
progen_base,9,1536,0.44360903,0.723953,736.7264206360912,30.37109375,0.0,0.0,0.0,0.0,biology
progen_base,10,1536,0.4173847,0.8951288,731.4378934335822,31.35986328125,0.0,0.0,0.0,0.0,biology
progen_base,11,1536,0.36885476,0.98940283,750.253323285866,32.31201171875,0.0,0.0,0.0,0.0,biology
progen_base,12,1536,0.29920554,0.96664095,813.7573356257969,34.7412109375,0.0,0.0,0.0,0.0,biology
progen_base,13,1536,0.28623408,1.0496608,819.3702932238314,34.423828125,0.0,0.0,0.0,0.0,biology
progen_base,14,1536,0.27343497,0.9838386,802.5537728945089,34.58251953125,0.0,0.0,0.0,0.0,biology
progen_base,15,1536,0.27532327,1.0199149,800.9790478489526,34.21630859375,0.0,0.0,0.0,0.0,biology
progen_base,16,1536,0.28915536,1.0286024,800.2076207194013,33.837890625,0.0,0.0,0.0,0.0,biology
progen_base,17,1536,0.28369805,1.1501763,814.6428251728669,34.58251953125,0.0,0.0,0.0,0.0,biology
progen_base,18,1536,0.27737328,1.1412828,819.7077564004813,34.87548828125,0.0244140625,0.0,0.0,0.0,biology
progen_base,19,1536,0.30933946,1.1119871,817.2856220737941,37.2802734375,0.01220703125,0.0,0.0,0.0,biology
progen_base,20,1536,0.30488265,1.1616277,823.1728221947204,38.36669921875,0.01220703125,0.0,0.0,0.0,biology
progen_base,21,1536,0.30206323,1.1746733,837.7946119566905,39.9658203125,0.03662109375,0.0,0.0,0.0,biology
progen_base,22,1536,0.30447626,1.2158254,862.2788914166113,41.83349609375,0.0244140625,0.0,0.0,0.0,biology
progen_base,23,1536,0.29386556,1.1947205,870.2411827982486,42.822265625,0.06103515625,0.0,0.0,0.0,biology
progen_base,24,1536,0.29644752,1.2741264,851.4758555205044,42.41943359375,0.06103515625,0.0,0.0,0.0,biology
progen_base,25,1536,0.30455548,1.2229055,825.2051327828026,39.56298828125,0.0244140625,0.0,0.0,0.0,biology
progen_base,26,1536,0.3121421,1.1456393,715.4021081273205,33.80126953125,0.0,0.0,0.0,0.0,biology
progen_large,1,2560,1.1031377,1.0944645,47.29768077655739,50.98876953125,0.03662109375,0.537109375,0.48828125,0.0,biology
progen_large,2,2560,0.65956426,0.5899069,255.929449206162,1.37939453125,0.0,0.0,0.0,0.0,biology
progen_large,3,2560,0.41068488,0.10741015,742.3122401274176,0.0,0.0,0.0,0.0,0.0,biology
progen_large,4,2560,0.35777622,0.11772854,1116.3253821569017,0.0,0.0,0.0,0.0,0.0,biology
progen_large,5,2560,0.33395335,0.13604419,1250.139385145279,0.0,0.0,0.0,0.0,0.0,biology
progen_large,6,2560,0.321932,0.15205449,1278.080661508113,0.0,0.0,0.0,0.0,0.0,biology
progen_large,7,2560,0.31769052,0.17416105,1271.2112713578936,0.0,0.0,0.0,0.0,0.0,biology
progen_large,8,2560,0.31896558,0.19713175,1266.0230764527578,0.0,0.0,0.0,0.0,0.0,biology
progen_large,9,2560,0.2817018,0.18176629,1302.64891221424,0.0,0.0,0.0,0.0,0.0,biology
progen_large,10,2560,0.2696756,0.17784671,1305.0473114742151,0.0,0.0,0.0,0.0,0.0,biology
progen_large,11,2560,0.25037175,0.1786904,1312.9577655423143,0.0,0.0,0.0,0.0,0.0,biology
progen_large,12,2560,0.25133294,0.18764597,1313.9652723106483,0.0,0.0,0.0,0.0,0.0,biology
progen_large,13,2560,0.23714587,0.2085849,1300.0513878250736,0.0,0.0,0.0,0.0,0.0,biology
progen_large,14,2560,0.23168467,0.20325176,1305.9028743022272,0.0,0.0,0.0,0.0,0.0,biology
progen_large,15,2560,0.2371833,0.231559,1321.4464191721434,0.0,0.0,0.0,0.0,0.0,biology
progen_large,16,2560,0.25077197,0.25693655,1260.4495216363362,0.0,0.0,0.0,0.0,0.0,biology
progen_large,17,2560,0.24805768,0.28363544,1241.7253645609535,0.0,0.0,0.0,0.0,0.0,biology
progen_large,18,2560,0.24695125,0.30375895,1257.5220568764626,0.01220703125,0.0,0.0,0.0,0.0,biology
progen_large,19,2560,0.26461318,0.32279158,1230.7724826876963,0.01220703125,0.0,0.0,0.0,0.0,biology
progen_large,20,2560,0.26282963,0.35926783,1226.3847406868242,0.0244140625,0.0,0.0,0.0,0.0,biology
progen_large,21,2560,0.26410794,0.41636863,1217.3873736923738,0.10986328125,0.0,0.0,0.0,0.0,biology
progen_large,22,2560,0.28449386,0.429608,1200.9184579758924,0.13427734375,0.0,0.0,0.0,0.0,biology
progen_large,23,2560,0.2685012,0.44239807,1202.6562350048612,0.20751953125,0.0,0.0,0.0,0.0,biology
progen_large,24,2560,0.28450516,0.46696746,1208.477597821808,0.2685546875,0.0,0.0,0.0,0.0,biology
progen_large,25,2560,0.30213365,0.46518788,1204.271078282914,0.32958984375,0.0,0.0,0.0,0.0,biology
progen_large,26,2560,0.27918157,0.4710577,1181.0940056803754,0.29296875,0.0,0.0,0.0,0.0,biology
progen_large,27,2560,0.29117298,0.48175773,1166.9910536329508,0.3662109375,0.0,0.0,0.0,0.0,biology
progen_large,28,2560,0.31457523,0.4848381,1132.202766298825,0.4638671875,0.0,0.0,0.0,0.0,biology
progen_large,29,2560,0.32093647,0.47894976,1068.2949364760514,0.4150390625,0.0,0.0,0.0,0.0,biology
progen_large,30,2560,0.3616044,0.5178979,991.0383698107293,0.537109375,0.0,0.0,0.0,0.0,biology
progen_large,31,2560,0.43051586,0.5539272,808.6817720824976,0.79345703125,0.0,0.0,0.0,0.0,biology
pythia_410m,1,1024,0.6761259,0.6857522,316.1510260511069,0.01220703125,0.0,0.0,0.0,0.0,language
pythia_410m,2,1024,0.7426653,0.70463824,361.6456391650061,0.0244140625,0.0,0.0,0.0,0.0,language
pythia_410m,3,1024,0.90568334,0.8792547,390.08568779532993,0.03662109375,0.0,0.0,0.0,0.0,language
pythia_410m,4,1024,0.84918505,0.830123,402.5516690642004,0.37841796875,0.0,0.0,0.0,0.0,language
pythia_410m,5,1024,0.8787858,0.8574399,418.5926307582006,1.4892578125,0.0,0.0,0.0,0.0,language
pythia_410m,6,1024,0.68029225,0.25461885,422.84587338544384,0.7568359375,0.0,0.0,0.0,0.0,language
pythia_410m,7,1024,0.64354974,0.16321588,453.3000957013773,0.52490234375,0.0,0.0,0.0,0.0,language
pythia_410m,8,1024,0.6377931,0.13384296,460.2276831388233,0.537109375,0.0,0.0,0.0,0.0,language
pythia_410m,9,1024,0.6432029,0.13766082,453.9969773735267,0.79345703125,0.0,0.0,0.0,0.0,language
pythia_410m,10,1024,0.67629945,0.14675316,458.9663290502602,0.91552734375,0.0,0.0,0.0,0.0,language
pythia_410m,11,1024,0.6957987,0.13438486,459.1967902926037,0.9033203125,0.0,0.0,0.0,0.0,language
pythia_410m,12,1024,0.7546858,0.25424957,507.1162171031321,0.5126953125,0.0,0.0,0.0,0.0,language
pythia_410m,13,1024,0.7774964,0.15078434,439.3028598015629,1.11083984375,0.0,0.0,0.0,0.0,language
pythia_410m,14,1024,0.810083,0.19292857,349.6160020566712,2.81982421875,0.0,0.0,0.0,0.0,language
pythia_410m,15,1024,0.82122725,0.1738143,417.5441969174631,1.9287109375,0.0,0.0,0.0,0.0,language
pythia_410m,16,1024,0.83486074,0.17906238,448.078859546797,1.5380859375,0.0,0.0,0.0,0.0,language
pythia_410m,17,1024,0.94606745,0.23782301,386.7613814568014,5.126953125,0.0,0.0,0.0,0.0,language
pythia_410m,18,1024,1.0601945,0.27040452,318.3350207775644,10.31494140625,0.0,0.0,0.0,0.0,language
pythia_410m,19,1024,1.0675471,0.32750928,285.44156929117,9.6923828125,0.0,0.0,0.0,0.0,language
pythia_410m,20,1024,1.0105429,0.38194925,211.07112533574767,6.34765625,0.0,0.0,0.0,0.0,language
pythia_410m,21,1024,1.0144083,0.41227713,169.0481777892863,7.6904296875,0.0,0.0,0.0,0.0,language
pythia_410m,22,1024,0.98222244,0.48411462,208.17049925984648,3.271484375,0.0,0.0,0.0,0.0,language
pythia_410m,23,1024,0.90088,0.65666705,258.5469988688789,1.28173828125,0.0,0.0,0.0,0.0,language
pythia_70m,1,512,0.7342591,0.6989087,176.07945943503802,1.77001953125,0.0,0.0,0.0,0.0,language
pythia_70m,2,512,0.73914754,0.6824348,191.9448155393545,3.5888671875,0.0,0.0,0.0,0.0,language
pythia_70m,3,512,0.6508774,0.5189803,173.1265157664816,1.72119140625,0.0,0.0,0.0,0.0,language
pythia_70m,4,512,0.83540225,0.5450602,160.37486106066902,3.25927734375,0.0,0.0,0.0,0.0,language
pythia_70m,5,512,0.8672776,0.752266,166.58693897834178,2.392578125,0.0,0.0,0.0,0.0,language
stable-diffusion-3-5-large,1,2432,1.8901713,1.9283681,53.662251227071735,63.9404296875,0.62255859375,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,2,2432,1.5718278,1.60307,50.71569689948707,50.89111328125,0.10986328125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,3,2432,1.6631484,1.6850721,48.05793886391681,49.42626953125,0.0,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,4,2432,1.8301152,1.8443848,43.72886172906596,61.4013671875,0.32958984375,0.01220703125,0.01220703125,0.0,vision
stable-diffusion-3-5-large,5,2432,1.8244083,1.8424255,45.73983229988398,58.67919921875,0.15869140625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,6,2432,1.7630383,1.7813462,46.10298525012221,55.419921875,0.10986328125,0.01220703125,0.01220703125,0.0,vision
stable-diffusion-3-5-large,7,2432,1.6928021,1.7116418,48.93990972870949,54.55322265625,0.13427734375,0.01220703125,0.01220703125,0.0,vision
stable-diffusion-3-5-large,8,2432,1.771817,1.7929785,47.025399029063486,59.46044921875,0.2197265625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,9,2432,1.7528105,1.7665164,47.53166205355223,57.4951171875,0.1953125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,10,2432,1.7298068,1.749027,43.78595942998737,60.791015625,0.3662109375,0.01220703125,0.0,0.0,vision
stable-diffusion-3-5-large,11,2432,1.90231,1.9185058,53.713894603389015,65.13671875,0.6103515625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,12,2432,1.7091602,1.6998913,58.04258597595023,62.95166015625,0.62255859375,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,13,2432,1.6949083,1.7076707,65.82130888012937,61.1572265625,0.47607421875,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,14,2432,1.7658582,1.7714591,88.17568883368305,64.09912109375,0.7080078125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,15,2432,1.5843495,1.5866258,88.81803947115655,58.056640625,0.4150390625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,16,2432,1.5894021,1.5927697,85.64148437903198,56.73828125,0.3173828125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,17,2432,1.7884595,1.7917153,86.58194859687332,65.087890625,0.7080078125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,18,2432,1.9051111,1.9175123,101.30279940050254,63.427734375,0.62255859375,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,19,2432,1.507843,1.503499,125.01308292497288,52.83203125,0.244140625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,20,2432,1.5149759,1.5146961,120.70006314874396,54.1015625,0.20751953125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,21,2432,1.5033127,1.5061532,153.52385859902276,52.74658203125,0.15869140625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,22,2432,1.4152532,1.4065144,173.65343730188178,47.6806640625,0.08544921875,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,23,2432,1.2644262,1.2616365,206.07560154539595,38.26904296875,0.06103515625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,24,2432,1.5807542,1.5752759,189.1846452453683,53.11279296875,0.30517578125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,25,2432,1.9065369,1.8921803,195.21085151579703,66.12548828125,0.9765625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,26,2432,2.3604786,2.3452039,199.76898500838885,76.84326171875,3.1494140625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,27,2432,2.6155477,2.5758111,211.2057734159116,81.65283203125,5.26123046875,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,28,2432,2.7727613,2.7467077,211.30486496779423,82.8125,5.712890625,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,29,2432,2.8887403,2.877986,242.16328886933667,83.5693359375,6.1767578125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,30,2432,2.3206058,2.3036861,328.74099178105183,76.0498046875,2.84423828125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,31,2432,2.2235198,2.2118685,350.9463874103738,72.75390625,2.05078125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,32,2432,2.0531838,2.046334,384.3330234613648,68.115234375,1.2939453125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,33,2432,1.9053524,1.8917384,411.3877031143642,63.36669921875,0.79345703125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,34,2432,2.0806196,2.0640688,403.6880031651903,67.87109375,1.2451171875,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,35,2432,2.1117449,2.1035383,358.37506296029096,68.1396484375,0.9521484375,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,36,2432,2.0121846,2.0001328,355.51938711506364,65.72265625,0.79345703125,0.0,0.0,0.0,vision
stable-diffusion-3-5-large,37,2432,3.174976,3.146592,215.6038988280276,82.32421875,2.685546875,0.0,0.0,0.0,vision
